Ryhmä;Suomenkielinen nimi;Tieteellinen nimi;Kuvaus;Koko;Kasvupaikka;Kemia;Levinneisyys;Mikrosienet;Muuta;Löydettyjä isäntäkasveja;Isäntäkasvin muita piensieniä;Löytöpaikoista Luopioisissa;Maastotuntomerkit;Vertaa seuraaviin;Kirjallisuus;Kuva 1;Kuva 2;Kuva 3;Kuva 4;Kuva 5;Kuva 6;Kuva 7;Kuva 8;Kuva 9;Kuva 10
Putkilokasvit;Lehto-orvokki;Viola mirabilis;Lehto-orvokki on monivuotinen orvokkikasvi,  jolla on suomuinen juurakko. Sen varsi on lyhyt ja tanakka, lehdet munuaismaisia, 3-8 cm leveitä ja alta karvaisia, kevätkukka on n. 2 cm leveä ja vaaleansininen, kesäkukka on lehden päällä ja teriötön (kuva 3).;15-30 cm;Lehdoissa.;;Jokseenkin yleinen Etela-Suomessa, Keski-Suomessa harvinainen.;orvokinruoste (Puccinia violae);Risteytyy.;;;Lehto-orvokki on alueella jokseenkin yleinen ja runsas kasvi. Se esiintyy parhaissa lehdoissa runsaana ja peittävänä kasvustona yhdessä muiden orvokkien kanssa. Muina seuralaisina ovat näsiä, sinivuokko, imikkä, lehtokuusama ja viinimarjat. Kasvustot ovat yleensä rajautuneet varjoisaan lehtoon ja orvokki häviää tai puuttuu hakkuuaukeilta ja heinittyneiltä hakamailta. Kasvi on käynyt vuosien myötä harvinaisemmaksi eikä uusia kasvustoja enää ole löytynyt samalla tavalla kuin aikaisemmin. Monet 80-luvun kasvustot ovat tuhoutuneet.;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73. Lehden päällä oleva itsesiittoinen 'kesäkukka'.;;;;;;;;;;
Putkilokasvit;Lehtoakileija;Aquilegia vulgaris;Lehtoakileija on monivuotinen leinikkikasvi, jolla on siniset, kannukselliset kukat ja toistamiseen 3-sormiset lehdet.;30 - 80 cm;Koristekasvi puutarhoissa ja puistoissa. Villiytyy helposti ympäristöönsä.;;Melko harvinainen Etelä- ja Keski-Suomessa.;akileijanrölliruoste (Puccinia agrostidis) akileijanhärmä (Erysiphe aquilegiae var. aquilegiae);Puutarhoissa viljellään useita akilleijalajeja -lajikkeita.;;;Akileija on alueella vanha koristekasvi ja sen löytää useammastakin vanhasta puutarhasta, josta se on levinnyt suotuisissa olosuhteissa lähiympäristöön. Akileijan  voi löytää kaukaakin asutuksesta lehtomaisesta metsästä tai vanhan jo kadonneen asutuksen raunioilta, missä se on lähinnä koristekarkulainen tai jäänne. Kasvin luonnonkasvupaikoista ei ole tietoa, koska lähes kaikki kasvupaikat voidaan mitoittaa alle kilometrin päähän asutuksesta.;;;- Kuitunen, T. 1994: Autiotalojen viljely- ja koristekasveista. - Talvikki 18: 58-65.;https://luokasvit.s3.eu-west-1.amazonaws.com/Kasvilajit/aquilegia_vulgaris1.jpg;https://luokasvit.s3.eu-west-1.amazonaws.com/Kasvilajit/aquilegia_vulgaris2.jpg;https://luokasvit.s3.eu-west-1.amazonaws.com/Kasvilajit/aquilegia_vulgaris3.jpg;;;;;;;
Putkilokasvit;Lehtoarho;Moehringia trinervia;Lehtoarho on yksivuotinen kohokkikasvi, jonka varsi on koheneva ja karvainen, lehdet puikeita, ripsilaitaisia ja 3-suonisia. Arhon kukat ovat pienet, valkoiset ja terälehdet ovat verholehtiä lyhyemmät (kuva 2).;10 - 20 cm;Kivikkoisissa kangasmetsissä, pientareilla metsässä, puronvarsilla, kivikoissa.;;Yleinen Etelä-Suomessa, harvinaistuu Etelä-Lappiin mennessä.;tähtimönruoste (Puccinia arenariae) 'arhonlehtihome' (Peronospora arenariae);;;;Lehtoarho on alueella yleinen ja paikoin runsas kasvi. Se viihtyy parhaiten lehdoissa ja lehtomaisilla kankailla, metsäautotien urissa ja hakkuuaukeilla. Se ei kestä aluskasvillisuuden varjostusta, mutta menestyy silti varjoisissakin paikoissa. Kasvi ilmaantuu monesti alueella, jossa maanpinta rikkoutuu. Kasvin erottaa vesiheinästä kolmisuonisen lehden avulla.;;;;;;;;;;;;;
Putkilokasvit;Lehtohorsma;Epilobium montanum;Lehtohorsma on monivuotinen horsmakasvi, jonka varsi on haaraton tai haarainen ja karvainen, lehdet lyhytruotiset,  karvaiset ja terävähampaiset, kukka on pieni ja vaalean purppuranpunainen. Kasvin sikiäin on nystykarvainen ja kukinnon luotti on päästä 4-liuskainen (kuva 2).;30 - 70 cm;Lehdoissa, ojissa, puutarhoissa.;;Yleinen Etelä- ja Keski-Suomessa, harvinaistuu Etelä-Lappiin mennessä.;horsmannystyruoste (Puccinia pulverulenta) horsmanhaituhärmä (Podosphaera epilobii);;;;Lehtohorsma on alueella yleinen ja paikoin runsas kasvi. Sen kasvupaikat ovat kosteammat kuin mäkihorsman mutta kuivemmat kuin amerikanhorsmien. Kasvin löytää ojista, pellonreunoilta, lehtomaisista metsistä ja puutarhoista. Kasvi tuntuu kestävän paremmin muiden kasvien kilpailua kuin mäkihorsma. Toisaalta amerikanhorsmat ovat syrjäyttäneet sen monelta kasvupaikalta.;;;;;;;;;;;;;
Putkilokasvit;Lehtoimikkä;Pulmonaria obscura;Lehtoimikkä on monivuotinen lemmikkikasvi, jonka varsi on karvainen ja pysty, lehdet ruusukkeisesti, suuria ja herttatyvisiä, kukinto on kiemura ja vähähaarainen, kukat punavioletit.;15 - 30 cm;Lehdot.;;Jokseenkin yleinen Etelä-Suomessa.;koirankielenkolohärmä (Golovinomyces cynoglossi) imikänlehtilaikku (Ramularia cylindroides);;;;Imikkä on alueella yleinen ja paikoin runsas lehtokasvi. Sen kasvupaikat kertovat aina maaperän runsaasta ravintomäärästä ja suotuisasta mikroilmastosta. Kasvi kukkii aikaisin keväällä ja sen seurana kasvaa usein vuokkoja, kevätleinikkejä ja orvokkeja. Kasvi saattaa kasvaa pienessäkin lehdossa, mutta karuilta kasvupaikoilta se puuttuu kokonaan.;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73. Toisinaan näkee myös vaalealaikkuisia lehtiä.;;;;;;;;;;
Putkilokasvit;Lehtokorte;Equisetum pratense;Lehtokorte on monivuotinen sanikkainen, jonka varsi on pysty, karheauurteinen ja ontto, haarat ovat ohuita, tupet ruskeahampaisia ja alin haaranivel on tuppea lyhyempi. Itiötähkällinen verso kasvaa ennen lehtiversoa.;20 - 40 cm;Lehdot, puronotkot, lehtokorvet, tunturiniityt.;;Yleinen koko maassa.;;;;;Lehtokorte on alueella yleinen ja paikoin runsas kasvi. Sen löytää parhaiten lehdoista ja lehtomaisilta kankailta muiden lehtokasvien seurasta, jolloin se saattaa olla yleisin korte. Karuilta mailta se puuttuu kokonaan eikä kasva siellä pienialaisissa lehdoissakaan. Kasvi jää helposti huomaamatta sekoittuessaan muihin kortteisiin, etenkin peltokortteeseen.;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73.;;;;;;;;;;
Putkilokasvit;Lehtokuusama;Lonicera xylosteum;Lehtokuusama on pensasmainen kuusamakasvi, jonka varsi on siirottavahaarainen ja nuorena karvainen, lehti on puikea, suippo ja alta tiheäkarvainen. Kasvin kukat ovat 8-12 mm pitkät ja kermanvalkoiset, marjat punaisia ja usein parittain.;1 - 2 m;Lehdoissa.;;Yleinen Etelä- ja Keski-Suomessa. Myös koristekasvi.;kuusamanhärmä (Erysiphe magnusii) ? kuusamanlehtipiki (Lasiobotrys lonicerae);Myrkyllinen.;;;Lehtokuusama on alueella yleinen pensas. Se on alueen lehtoalueilla hyvin runsas, mutta harvinaistuu ja vähenee nopeasti karummille maille siirryttäessä alueen pohjoisosissa. Myös sen kasvustot pienenevät maaperän karuuntuessa tai kuusikon varjostuksen lisääntyessä. Hakkuualueilla se saattaa hetkellisesti olla hyvinkin yleinen ja estää jopa puiden taimettumisen.;;;;;;;;;;;;;
Putkilokasvit;Lehtoleinikkiryhmä;Ranunculus cassubicus coll.;Lehtoleinikki on monivuotinen leinikkikasvi. Se on ryhmälaji, johon kuuluu kymmenkunta pikkulajia. Varren tyvellä on suomumaisia lehtituppia, alalehtiä on vain yksi tai kaksi ja se on nirhalaitainen ja pyöreä, n. 10 cm leveä. Varsilehdet ovat voimakkaasti hampaiset. Kukat ovat suuria, kullankeltaisia, usein vaillinaisia.;30 - 70 cm;Rehevät lehdot.;;Harvinainen Etelä-Suomessa.;leinikinnurmikkaruoste (Uromyces dactylidis) kevätleinikinnoki (Urocystis ranunculi-auricomi) leinikinhärmä (Erysiphe aquilegiae var. ranunculi);Vallitseva pikkulaji on suomenlehtoleinikki (ssp. imitans). Ryhmään kuuluu 10 pikkulajia.;;;Lehtoleinikki on alueella harvinainen ja vähälukuinen kasvi. Sen kasvupaikkoja ovat parhaat lehdot, puronvarret ja kosteat painanteet, joissa on runsaasti ravinteita. Kasvi on apomiktinen ja sen pikkulajeja ei ole erikseen määritetty eikä myöskään kartoitettu, mutta yhtä Padankosken esiintymää lukuunottamatta kasvit näyttävät olevan suomenlehtoleinikkiä (ssp. imitans). Epämääräinen näyte Padankoskelta näyttäisi olevan pälkäneenlehtoleinikkiä (ssp. rantae).;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73;;;;;;;;;;
Putkilokasvit;Lehtomatara;Galium triflorum;Lehtomatara on monivuotinen matarakasvi, jonka varsi on rento ja kiipeilevä, lehtiä on 6 kpl  kiehkurassa ja ne ovat soikeita, otakärkisiä, kukinnot ovat lehtihankaisia, 3-5-kukkaisia viuhkoja. Kukat ovat vaalean vihreitä.;25 - 50 cm;Lehdoissa, purojen varsilla, saniaiskorvissa.;;Jokseenkin harvinainen koko maassa.;;;;;Lehtomatara on alueella harvinainen ja niukka kasvi. Sen kasvupaikat ovat kosteat lähteiset lehdot ja siellä monesti purojen varret ja varjoisat saniaiskasvustot. Missään matara ei ole kovin runsaslukuinen, mutta saattaa säilyä myös hetkellisesti jopa hakkuuaukealla.;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73.;;;;;;;;;;
Putkilokasvit;Lehtoneidonvaippa;Epipactis helleborine;Lehtoneidonvaippa on monivuotinen kämmekkäkasvi, jonka juurakko on pysty ja lyhyt, soikeat lehdet ovat pitkin vartta. Kasvin kukinto on pitkä ja runsaskukkainen, kukat kirjavia, 15-20 mm leveitä.;30 - 80 cm;Lehdoissa, harjurinteillä, letoila.;;Harvinainen Etelä- ja Keski-Suomessa.;;Rauhoitettu.;;;Lehtoneidonvaippa on alueella  harvinainen ja satunnaisesti kukkiva kasvi. Sen löytöpaikat ovat lehdoissa (Nurmisaari Kuohijoella) tai lehtomaisilla kankailla (Hirvivuori Padankoskella). Puutikkalan alueella Kyläjärven ympäristössä ja Isosaaressa se on melko yleinen, Ristisaaressa harvinaisempi. Suuret kasvustot löytyvät myös Puutikkalan Jylhäniemestä ja Iso-Vekunan saaresta sekä Rautajärven Kourasaaresta ja Aitoosta. Kasvi ei kestä metsän hakkuuta, mutta ei näytä kärsivän varjostuksesta. Kasvia on alueella silmälläpidettävä. Lajikuvaus;;;- Alén, H. 2001: Kasvihavaintoja Kaakkois-Pirkanmaalta ja vähän muualtakin. - Talvikki 25: 4-11. - Kuitunen, T. 2001: Kasvihavaintoja Luopioisista (EH) vuosilta 1999-2000. - Talvikki 25: 38-42. - Ranta, Y. 1993: Lehtoneidonvaipan (Epipactis helleborine) esiintymisestä Pälkäneellä. - Talvikki 17: 100-103. - Ranta, Y. 1989: Eräiden kasvilajien esiintymisestä Pälkäneellä. - Talvikki 13: 51-58. - Tampereen seutukaavaliitto 1985: Pirkanmaan uhanalaiset kasvit. Julkaisu B 147. - 47 s. - Valtonen, P. 1994: Lehtoneidonvaippa (Epipactis helleborine) Sahalahdella. - Talvikki 18: 105-106.;;;;;;;;;;
Putkilokasvit;Lehtonurmikka;Poa nemoralis;Lehtonurmikka on monivuotinen heinäkasvi, jonka kasvutapa on löyhästi mätästävä, korsi koheneva ja 5-7- nivelinen, solmut ovat tummia ja ylin korsilehti sivulle siirottava. Lehden kieleke on lyhyt ja pyöreäpäonen. Kukinto on kapea röyhy.;30 - 80 cm;Kuivissa metsissä, kallioilla, rannoilla.;;Yleinen koko maassa.;lusteenruoste (Puccinia brachypodii) leskenlehdennurmikkaruoste (Puccinia poarum) leinikin-nurmikanruskoruoste (Uromyces dactylidis) heinänhärmä (Blumeria graminis);Kallioilla ja kuivilla paikoilla kasvaa yleisenä hento muoto (f. micrantha).;;;Lehtonurmikka on alueella hyvin yleinen. Heinä kasvaa lehtometsissä, kallioilla, pientareilla ja niityillä. Kallioilla ja kuivilla paikoilla se jää kaikin tavoin pieneksi, tekee röyhyyn vähän tähkylöitä ja nekin hyvin pieniä. Niityillä kasvi voi olla rehukasvin luonteinen ja kookas. Helppoja tuntomerkkejä ovat suoraan sivulle sojottava ylin korsilehti ja lyhyt kieleke.;;;;;;;;;;;;;
Putkilokasvit;Lehtopähkämö;Stachys sylvatica;Lehtopähkämö on monivuotinen huulikukkaiskasvi, jonka varsi on pysty, hoikka ja pehmeäkarvainen, alalehdet ovat pitkäruotisia ja niiden lapa on herttatyvinen. Kukat ovat punaisia. Kasvi on pahanhajuinen.;30 - 100 cm;Lehdot, lehtokorvet.;;Joseenkin yleinen Etelä-Suomessa.;pillikkeenmyöhähärmä (Neoerysiphe galeopsidis);Pahanhajuisuus saadaan esiin hiertämällä kasvin lehtiä sormien välissä.;;;Lehtopähkämö on alueella harvinainen ja niukka lehtokasvi. Se kasvaa parhaissa lehdoissa lehtopensaiden alla ja kestää jonkin verran myös varjostusta. Myös ravinteisilta harjurinteiltä sen saattaa löytää. Suurimmat löydetyt kasvustot ovat Kuohijoen kalkkialueella, jossa sitä on laajalla alueella sekä Evinsalon saaren lounaisosissa komeassa lehdossa. Kasvi hyötyy ensin hakkuusta, mutta katoaa lopulta taimikoista vähitellen valon ja tilan puutteeseen.;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73.;;;;;;;;;;
Putkilokasvit;Lehtopalsami;Impatiens noli-tangere;Lehtopalsami on yksivuotinen palsamikasvi, jonka varsi on kalju ja hauras, lehdet suikeita, tylppähampaisia ja kierteisesti varrella. Kukat ovat keltaisia, suuria ja riippuvia.;30 - 70 cm;Lehdot, puronvarret, lähteiköt, korvet.;;Yleinen Etelä-Suomessa, harvinaistuu Etelä-Lappiin mennessä.;tesmayrtinpalsamiruoste (Puccinia argentata) palsaminhaituhärmä (Podosphaera balsaminae);;;;Lehtopalsami on alueen kaakkoisosissa  yleinen, muualla huomattavasti harvinaisempi. Se kasvaa kosteissa lehdoissa, purojen varsilla ja lähteiköissä. Sen kasvustot saattavat olla laajoja peittäviä. Vaikka jokainen varsi ei teekään kukkaa eikä siemeniä, niin se leviää ympäristöön tehokkaasti. Kasvi hyötyy hetkellisesti metsäojituksista kasvualueellaan, sillä se saa ojanpenkoista avoimen kasvupaikan. Muu kasvillisuus  kuitenkin tukahduttaa sen voimakkaan kasvun vähitellen.;;;;;;;;;;;;;
Putkilokasvit;Lehtopunaherukka;Ribes spicatum;Lehtopunaherukka on herukkakasveihin kuuluva marjapensas, jota luonnossa on joko karkulaisena tai alkuperäisenä. Lehdet ovat tuoksuttomat ja karvaiset. Kukkaterttu on riippuva 10 - 20 -kukkainen, marja punainen.;1 - 1,5 m;Lehdoissa ja puronvarsilla, harvoin myös karkulainen tai jäänne.;;Yleinen koko maassa pohjoisessa harvalukuisempi. Siellä kaksi muuta alalajia (ssp. lapponicum ja ssp. hispidulum).;herukansararuoste (Puccinia ribesii-caricis) sembranherukkaruoste (Cronartium ribicola) punaherukanruoste (Puccinia ribis) herukanhärmä (Podosphaera mors-uvae) punapahkasieni (Nectria cinnabarina) herukanlaikkusieni (Mycosphaerella ribis);Viljellään jonkin verran. Marjakasvi. Kolme akakajia: idänpunaherukka (ssp. hispidulum), lapinpunaherukka (ssp. lapponicum) ja lehtopunaherukka (ssp. spicatum).;;;Lehtopunaherukka on alueella yleinen mutta vähälukuinen kasvi. Se kasvaa varjoisissa lehdoissa purojen varsilla, kallionaluslehdoissa ja rannoilla. Kasvi on vaikea erottaa villiytyneistä punaherukkakasvustoista ja kartoituksessa saattaa olla virheitä tässä kohdin 80- ja 90-luvulla. Myöhemmin asiaan on kiinnitetty tarkempaa huomiota. Karuilta alueilta luonnonvarainen punaherukka puuttuu kokonaan.;;;;;;;;;;;;;
Putkilokasvit;Lehtopyökki;Fagus sylvatica;Lehtopyökki on monivuotinen pyökkikasvi, kesävihanta puu tai pensas. Sen runko on vaalean harmaa, silmut n. 2 cm pitkiä, lehdet leveitä, soikeita, paksuja jaehytlaitainen. Hedelmä < 2 cm pähkinämäinen.;10 - 20 m;Tuoreet, runsasravinteiset metsät.;;Hyvin harvinainen viljelykarkulainen Etelä-Suomessa.;;Myös koristepuu.;;;Lehtopyökki on löydetty Luopioisista kahdelta paikalta. Löydetyt esiintymät ovat joko viljelyjäänteitä tai -karkulaisia. Padankosken pensasmainen puu on todennäköisesti istutettu, koska kasvaa autiotalon pihassa. Vuonna 2020 se on hävitetty metsänraivauksen yhteydessä. Evinsalon puu on pari metriä korkea. Sen alkuperästä ei ole tietoa. Alueella ei ole pyökkiä koristeena. Rannan läheisyydessä oleva puu on elinvoimainen (kuvat).;;;;https://luokasvit.s3-eu-west-1.amazonaws.com/Kasvilajit/fagus+sylvatica1.jpeg;https://luokasvit.s3-eu-west-1.amazonaws.com/Kasvilajit/Fagus+sylvatica2.jpeg;https://luokasvit.s3-eu-west-1.amazonaws.com/Kasvilajit/fagus+sylvatica3.jpeg;;;;;;;
Putkilokasvit;Lehtosaarni;Fraxinus excelsior;Lehtosaarni on monivuotinen öljypuukasvi, puu tai pensas. Sen runko on harmaa, silmut mustia, lehdet päättöparisia ja kukinto runsaskukkainen huiskilo.;15 - 25 m;Lehdot, lehtokorvet, koristeena pihoissa ja puistoissa.;;Harvinainen Etelä-Suomessa.;saarnenhärmä (Phyllactinia fraxini);Myös koristepuu.;;;Saarni on alueella koristekasvi. Saarnen löydetyt esiintymät ovat joko viljelyjäänteitä tai niiden taimia. Holjansalmessa kasvaa muutama kookas istutusperäinen puu. Padankosken Korolassa kasvaa lehdossa kymmenmetrinen pensasmainen puu, jonka alkuperää ei tiedetä. Kasvia ei tiettävästi ole istutettu paikalle. Evinsalon siementaimet ovat peräisin talon pihassa kasvavasta puusta.;;;- Häyhä, T. 2003: Uhanalaiset kasvit Kanta-Hämeessä. - Alueelliset ympäristöjulkaisut 306. Hämeen ympäristökeskus. 129s. - Vauhkonen, M. 2003: Päijät-Hämeen uhanalaiset ja silmälläpidettävät putkilokasvit. - Alueelliset ympäristöjulkaisut 326. Hämeen ympäristökeskus. 98s.;;;;;;;;;;
Putkilokasvit;Lehtosinilatva;Polemonium caeruleum;Lehtosinilatva on monivuotinen sinilatvakasvi, jonka varsi on haaraton, pysty ja ylhäältä tiheäkarvainen, lehdet ovat parilehdykkäisiä ja kukinto on monikukkainen, sininen tai valkoinen.;25 - 50 cm;Lehdot, niityt, pientareet.;;Jokseenkin harvinainen Etelä- ja Keski-Suomessa, harvinaistuu Etelä-Lapissa.;leimukukanhärmä (Golovinomyces magnicellulatus);Myös koristekasvi.;;;Lehtosinilatva on alueella yleinen koristekasvi, joka helposti leviää ympäristöönsä teiden pientareille ja pihojen reunoille. Kasvi kasvaa alueella myös luonnonvaraisena parhaissa lehdoissa mm Kuohijoella, mutta näiden kasvustojen erottaminen villiytyneistä on vaikeaa. Koristekasvina sinilatva säilyy talon autioiduttua hyvinkin pitkään kasvupaikallaan. Tällöin se saattaa olla myös kasvin valkokukkaista muotoa, jota en ole luonnonkasvina löytänyt.;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73. - Kuitunen, T. 1994: Autiotalojen viljely- ja koristekasveista. - Talvikki 18: 58-65.;;;;;;;;;;
Putkilokasvit;Lehtotähtimö;Stellaria nemorum;Lehtotähtimö on monivuotinen kohokkikasvi, jonka varsi on koheneva/pysty, karvainen ja hauras. Kasvustoissa on runsaasti kukkimattomia versoja. Lehdet ovat puikeita, herttatyvisiä ja ruodillisia, terälehdet kaksi kertaa verhiön pituisia ja valkoisia.;20 - 50 cm;Kosteat lehdot, lähteiköt, puronvarret.;;Yleinen Etelä-Suomessa, harvinainen pohjoisempana.;tähtimönruoste (Puccinia arenariae) tähtimönkeltaruoste (Melampsorella caryophyllacearum);;;;Lehtotähtimö on alueella jokseenkin harvinainen mutta paikallisesti runsas kasvi. Sen löydetyt kasvupaikat sijaitsevat pääasiassa Kuohijoella lehtomaisissa metsissä, metsäojissa ja tihkupinnoilla. Kasvi hyötyy hetkellisesti metsän harventamisesta tai kaatamisesta, mutta ei kestä pusikoitumista.;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73.;;;;;;;;;;
Putkilokasvit;Lehtotesma;Milium effusum;Lehtotesma on monivuotinen heinäkasvi. Heinä on yksittäiskortinen ja pysty, lehti on 6-12 mm leveä ja veltto. röyhy on kookas ja pitkähaarainen.;50 - 150 cm;Lehdot, lehtokorvet.;;Yleinen koko maassa, harvinaistuu Pohjois-Lapissa.;tesmannoki (Ustilago milii) tesmanruoste (Puccinia milii) lusteenruoste (Puccinia brachypodii) heinänhärmä (Blumeria graminis);;;;Lehtotesma on alueella yleinen ja runsas lehtokasvi. Heinä viihtyy parhaiten kosteissa lehdoissa, lähteiköissä ja metsäojien varisilla, mutta sen voi löytää myös metsäteiden pientareelta ja kuivastakin kuusikosta. Yleisin kasvi on itäosan parhaissa lehdoissa, missä sitä saattaa olla koko ruudun metsäisillä alueilla.;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73.;;;;;;;;;;
Putkilokasvit;Lehtovirmajuuri;Valeriana sambucifolia;Lehtovirmajuuri on monivuotinen virmajuurikasvi, jonka varsi ontto ja särmikäs, lehdet parilehdykkäisiä ja pareja on 3-6 kpl. Kukinto on valkoinen, tiheäkukkainen kerrannaisviuhko. Kukan teriö on 4-8 mm leveä.;40 - 120 cm;Rantalehdot, puronvarret, kosteat niityt, ojat.;;Jokseenkin yleinen Etelä-Suomessa, pohjoisempana harvinainen.;virmajuurenkolohärmä (Golovinomyces valerianae);Rannikolla toinen alalaji merivirmajuuri (ssp. salina).;;;Lehtovirmajuuri on alueella yleinen ja runsas kasvi. Sen kasvupaikkoja ovat rehevät lehdot, korvet, vetiset ojat ja hylätyt pellot. Kasvi kasvaa kosteammilla ja varjoisammilla paikoilla kuin rohtovirmajuuri. Usein kovin varjoisilla paikoilla kasvi jää steriiliksi lehtiruusukkeeksi.;;;;;;;;;;;;;
Putkilokasvit;Syysleimukukka;Phlox paniculata;Syysleimukukka on monivuotinen sinilatvakasvi, jonka varsi on pysty ja alaosasta puutunut, lehdet ovat soikeita, yksittäin, ruodilliset ja kierteisesti varrelle asettuneet, kukat varren latvassa valkeita/violetteja.;50 - 150 cm;Koristekasvi ja harvoin viljelyjäänne tai -karkulainen asutuksen lähellä.;;Etelä- ja Keski-Suomi.;sinilatvanhärmä' (Golovinomyces magnicellulatus);Vanhan asutuksen seuralainen, perinneperenna.;;;Syysleimukukka on alueella yleinen koristekasvi ja -jäänne, harvoin koristekarkulainen. Se  villiytyy harvoin ympäristöönsä. Koristejäänteenä se säilyy puutarhoissa ja pientareilla muutaman vuoden, mutta katoaa hoitamatta muun kasvillisuuden sekaan ja lopulta häviää. Löydetyt kasvustot ovat sijainneet asumusten läheisyydessä joko koristejäänteenä tai vähäisinä kasvustoina pientareilla. Kasvi on kulkeutunut paikalle silloin  todennäköisesti puutarhajätteiden mukana. Selkeästi pihapiirissä olevia hieman levinneitäkin kukkapenkkikasvustoja ei ole otettu mukaan kartoitukseen.;;;- Kuitunen, T. 1994: Autiotalojen viljely- ja koristekasveista. - Talvikki 18: 58-65.;;;;;;;;;;
